Record_ID,Common_Name,Scientific_Name,Habitat_Type,IUCN_Status,Location,Latitude,Longitude,Biome,Obs_Depth_m,Water_Temp_C,Observation_Year
189977,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Maldives,-9.6844,123.8986,Coral Reef,25.5,28.4,2020
189985,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,North Atlantic,43.3758,52.2912,River/Ocean,67.9,28.7,2007
189993,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Indian Ocean,-26.54,-96.8022,Ocean,18.9,23.5,2010
190001,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Mississippi River,58.7421,-87.4485,River,0.1,18.1,2001
190009,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Pacific Ocean,17.5807,70.9239,Deep Ocean,785.8,4.7,2011
190017,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Atlantic Ocean,-2.0899,-24.8884,Ocean Floor,50.1,23.3,2003
190025,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Arctic Ocean,-65.8572,-83.8015,Ocean,832.4,1.2,2016
190033,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Amazon River,24.9795,46.1083,River,1.9,17.7,2021
190041,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Yangtze River,-8.0753,119.4161,River,1.6,21.3,2019
190049,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,35.5794,-80.5519,Salt Lake,2.9,27.2,2008
190057,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Atlantic Ocean,-54.8799,167.3658,Ocean,2001.2,4.8,2010
190065,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Arctic Ocean,-72.7578,177.7801,Ocean,48.8,19.5,2004
190073,Wahoo,Acanthocybium solandri,Marine,Least Concern,Indian Ocean,88.5517,-56.6845,Ocean,147.7,22.0,2011
190081,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Pacific Ocean,52.0567,-105.8229,Deep Ocean,1986.8,5.2,2011
190089,Seahorse,Hippocampus kuda,Marine,Vulnerable,Caribbean Sea,-28.521,46.6023,Coral Reef,10.1,22.2,2013
190097,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Atlantic Ocean,36.4939,1.032,Ocean,263.6,2.9,2024
190105,Ocean Sunfish,Mola mola,Marine,Vulnerable,Arctic Ocean,85.9847,24.0791,Ocean,173.7,28.8,2018
190113,Swordfish,Xiphias gladius,Marine,Least Concern,Indian Ocean,37.7407,-52.9194,Ocean,750.9,3.2,2008
190121,Lobster,Homarus americanus,Marine,Least Concern,Pacific Ocean,35.8037,141.6375,Ocean Floor,319.5,3.0,2011
190129,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Pacific Ocean,26.3796,148.3929,Deep Ocean,1088.7,4.4,2006
190137,Hagfish,Myxine glutinosa,Marine,Least Concern,Indian Ocean,17.9071,-57.6454,Deep Ocean,194.4,24.8,2018
190145,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Black Sea,43.7171,28.6674,River/Sea,94.4,16.2,2008
190153,Flying Fish,Exocoetus volitans,Marine,Least Concern,Indian Ocean,-79.1879,-110.6478,Ocean,94.1,23.3,2018
190161,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Caribbean Sea,11.7209,-124.7951,Coral Reef,6.5,27.8,2005
190169,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Maldives,-20.1352,142.8264,Coral Reef,4.6,25.2,2003
190177,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Great Barrier Reef,19.2806,-82.1822,Coral Reef,58.3,19.6,2018
190185,Blue Whale,Balaenoptera musculus,Marine,Endangered,Arctic Ocean,17.8074,18.7711,Ocean,159.1,21.2,2014
190193,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Indian Ocean,30.3294,-17.1842,Ocean,475.6,3.4,2001
190201,Sea Otter,Enhydra lutris,Marine,Endangered,California Coast,0.2669,160.0969,Coast,40.0,25.1,2000
190209,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,Bay of Bengal,-19.9611,-160.5529,Coast,14.0,23.0,2024
190217,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Mississippi River,22.78,-139.9479,River,11.1,15.2,2005
190225,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Pacific Ocean,29.8898,-12.9785,Deep Ocean,1287.5,2.9,2019
190233,Stonefish,Synanceia verrucosa,Marine,Least Concern,Caribbean Sea,5.7402,-42.8715,Coral Reef,14.6,22.2,2017
190241,Puffer Fish,Arothron stellatus,Marine,Least Concern,Maldives,-24.8594,52.7335,Coral Reef,36.6,22.7,2017
190249,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Southern Ocean,-55.0027,-142.2066,Ocean,376.5,4.0,2011
190257,Dragonfish,Stomias boa,Marine,Least Concern,Indian Ocean,50.641,-168.0479,Deep Ocean,763.0,5.5,2015
190265,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Atlantic Ocean,38.0526,19.2152,Deep Ocean,2737.6,3.0,2000
190273,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Indian Ocean,-84.744,-49.8029,Ocean,45.6,26.8,2017
190281,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Caribbean Sea,-26.6798,141.018,Coral Reef,13.2,18.2,2004
190289,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,-2.7015,91.0806,Lake/River,0.7,19.7,2016
190297,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Atlantic Ocean,54.7955,174.4282,Ocean,320.1,4.7,2010
190305,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Arctic Ocean,19.8462,50.8723,Lake,1.9,14.2,2011
190313,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Mississippi River,49.4558,97.3167,River,2.6,16.4,2018
190321,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Pacific Ocean,-31.9261,135.0635,Deep Ocean,793.3,2.1,2016
190329,Sailfish,Istiophorus platypterus,Marine,Least Concern,Southern Ocean,40.834,51.9001,Ocean,115.8,28.0,2015
190337,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Mississippi River,-21.0102,-106.6452,River,3.0,16.0,2009
190345,Harbor Seal,Phoca vitulina,Marine,Least Concern,Gulf of Mexico,48.3128,-104.3901,Coast,192.4,20.6,2007
190353,Cone Snail,Conus geographus,Marine,Least Concern,Caribbean Sea,-17.1327,78.8383,Coral Reef,10.8,23.0,2003
190361,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,78.3355,138.8259,Arctic,294.0,1.7,2010
190369,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Great Barrier Reef,-24.2426,-4.3136,Coral Reef,35.4,29.8,2020
190377,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Atlantic Ocean,30.4818,7.1744,Ocean,138.0,26.7,2021
190385,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Arctic Ocean,-85.0153,-112.6627,Pond,1.0,21.5,2012
190393,Manta Ray,Mobula birostris,Marine,Vulnerable,Indian Ocean,-49.0367,125.52,Ocean,661.7,1.7,2005
190401,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Pacific Ocean,-19.3746,-26.9422,Ocean,123.0,28.3,2024
190409,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Maldives,-23.8263,-109.0548,Coral Reef,29.0,18.2,2006
190417,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,82.1793,-152.5013,Arctic,707.0,5.2,2000
190425,Krill,Euphausia superba,Marine,Least Concern,Arctic Ocean,8.0956,-28.5539,Ocean,2000.0,2.7,2022
190433,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Atlantic Ocean,-47.1252,77.4449,Deep Ocean,799.6,4.0,2023
190441,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,North Atlantic,45.5234,80.3294,River/Ocean,14.9,13.1,2020
190449,Common Frog,Rana temporaria,Freshwater,Least Concern,Southern Ocean,73.5464,-0.3194,Pond,0.0,20.3,2017
190457,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,-22.5542,134.4208,Mangrove,0.0,29.3,2019
190465,Remora,Remora remora,Marine,Least Concern,Arctic Ocean,-56.3289,112.078,Ocean,115.4,26.3,2007
190473,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,15.6178,-112.7545,Sea Grass,68.8,19.6,2017
190481,Parrotfish,Scarus gibbus,Marine,Least Concern,Maldives,-14.4531,-99.9627,Coral Reef,18.6,21.6,2008
190489,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Great Barrier Reef,-19.6668,70.9347,Coral Reef,7.4,29.9,2005
190497,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,-13.4682,88.8345,Estuary,5.0,23.5,2024
190505,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Arctic Ocean,9.6134,56.0465,Coastal,2.3,28.0,2022
190513,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Pacific Ocean,58.7744,14.4016,Deep Ocean,312.2,1.6,2017
190521,Dugong,Dugong dugon,Marine,Vulnerable,California Coast,-40.9457,111.6595,Coast,9.9,21.9,2013
190529,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Atlantic Ocean,-18.3364,65.1428,Deep Ocean,430.1,2.9,2005
190537,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,27.3675,106.581,Mangrove,0.0,18.2,2022
190545,Barracuda,Sphyraena barracuda,Marine,Least Concern,Arctic Ocean,-67.0915,-122.5721,Ocean,34.0,27.1,2011
190553,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-1.2836,-90.8988,Galapagos,20.2,20.8,2004
190561,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Great Barrier Reef,-19.3085,1.7601,Coral Reef,27.2,22.2,2018
190569,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Yangtze River,1.0386,156.0235,River,3.1,15.3,2008
190577,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Atlantic Ocean,2.6633,4.6793,Ocean,59.6,28.6,2019
190585,Wobbegong,Orectolobus maculatus,Marine,Least Concern,Gulf of Mexico,7.0053,116.832,Coast,98.9,26.2,2022
190593,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Yangtze River,-2.1625,128.0711,River,4.2,14.8,2017
190601,Giant Squid,Architeuthis dux,Marine,Least Concern,Atlantic Ocean,-16.6735,-98.0999,Deep Ocean,843.9,1.7,2002
190609,Whale Shark,Rhincodon typus,Marine,Endangered,Southern Ocean,65.4318,173.7342,Ocean,109.5,21.9,2000
190617,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,North Sea,-4.0345,-86.6142,Coast,17.4,21.7,2021
190625,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Arctic Ocean,43.5313,146.6806,Ocean,326.9,2.4,2022
190633,Oarfish,Regalecus glesne,Marine,Least Concern,Pacific Ocean,23.785,-72.7148,Deep Ocean,844.8,1.6,2009
190641,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,1.729,-74.8551,Swamp,0.0,24.5,2008
190649,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-77.984,-93.6971,Sub-Antarctic,1145.7,4.4,2023
190657,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Great Barrier Reef,20.0303,100.6726,Coral Reef,22.7,28.9,2014
190665,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Caribbean Sea,4.976,-88.544,Coral Reef,39.1,19.8,2013
190673,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,79.4491,-155.5897,Arctic,249.6,5.3,2008
190681,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Great Barrier Reef,22.2847,29.3696,Coral Reef,92.5,24.1,2011
190689,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Southern Ocean,48.3105,128.5746,Ocean,290.2,3.5,2021
190697,Killer Whale,Orcinus orca,Marine,Data Deficient,Atlantic Ocean,-85.731,-145.1899,Ocean,214.5,2.7,2020
190705,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,88.0775,98.9193,Arctic,1062.5,3.0,2024
190713,Giant Clam,Tridacna gigas,Marine,Vulnerable,Caribbean Sea,-9.8169,-23.71,Coral Reef,17.4,20.9,2005
190721,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,70.9736,142.0316,Arctic,23.4,-1.4,2014
190729,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,Bay of Bengal,-34.8817,131.1337,Coast,27.9,23.8,2003
190737,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Indian Ocean,-24.7665,-120.9817,Deep Ocean,498.7,3.1,2014
190745,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Atlantic Ocean,-18.1596,-72.55,Deep Ocean,639.7,1.7,2005
190753,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Amazon River,3.4485,68.4566,River,0.0,29.4,2014
190761,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Pacific Ocean,-29.206,-176.9424,Ocean,71.2,23.1,2011
190769,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Southern Ocean,49.9541,129.9724,Ocean,770.8,4.4,2006
190777,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Atlantic Ocean,55.4329,-73.5103,Ocean,611.3,5.5,2009
190785,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Caribbean Sea,-5.6432,56.4278,Coral Reef,16.7,28.2,2007
190793,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,Pacific Northwest,36.9325,129.7521,River/Ocean,59.2,18.6,2013
190801,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Pacific Ocean,-37.4169,-168.4489,Ocean,12.1,29.4,2012
190809,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Yangtze River,26.9618,161.7776,River,5.0,23.9,2003
190817,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Atlantic Ocean,0.3734,71.722,Deep Ocean,1335.4,4.0,2003
190825,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Arctic Ocean,-69.1587,-159.8486,Ocean Floor,49.3,29.2,2011
190833,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Indian Ocean,-85.272,-96.4137,Ocean,412.9,4.4,2005
190841,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Mississippi River,-17.812,-149.5191,River,1.5,25.3,2004
190849,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Amazon River,-4.4149,-114.4963,River,3.2,14.4,2009
190857,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,26.5776,18.9831,Salt Lake,0.0,27.3,2015
190865,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Arctic Ocean,57.2538,-96.3019,Ocean,1763.1,5.4,2009
190873,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Indian Ocean,25.2225,168.994,Ocean,59.3,24.4,2011
190881,Wahoo,Acanthocybium solandri,Marine,Least Concern,Pacific Ocean,9.0109,113.5487,Ocean,334.1,3.5,2015
190889,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Atlantic Ocean,-29.91,42.8825,Deep Ocean,1681.2,1.0,2017
190897,Seahorse,Hippocampus kuda,Marine,Vulnerable,Great Barrier Reef,-22.342,160.7832,Coral Reef,13.3,19.7,2021
190905,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Arctic Ocean,-82.9951,147.7848,Ocean,71.5,25.1,2017
190913,Ocean Sunfish,Mola mola,Marine,Vulnerable,Indian Ocean,-4.3112,-21.2356,Ocean,349.4,3.7,2006
190921,Swordfish,Xiphias gladius,Marine,Least Concern,Pacific Ocean,-21.4925,121.5525,Ocean,395.3,5.8,2003
190929,Lobster,Homarus americanus,Marine,Least Concern,Southern Ocean,-27.5163,-157.7759,Ocean Floor,174.3,24.4,2009
190937,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Atlantic Ocean,-21.4788,-21.633,Deep Ocean,975.9,3.1,2001
190945,Hagfish,Myxine glutinosa,Marine,Least Concern,Pacific Ocean,21.6426,167.2654,Deep Ocean,223.0,4.5,2010
190953,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Danube Delta,47.0132,46.1562,River/Sea,49.5,12.7,2020
190961,Flying Fish,Exocoetus volitans,Marine,Least Concern,Pacific Ocean,2.5651,33.8066,Ocean,149.8,28.2,2017
190969,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Great Barrier Reef,4.9797,84.8848,Coral Reef,7.9,18.2,2018
190977,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Caribbean Sea,22.2921,43.5676,Coral Reef,36.2,19.0,2015
190985,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Maldives,-29.1123,-41.89,Coral Reef,56.1,27.3,2018
190993,Blue Whale,Balaenoptera musculus,Marine,Endangered,Indian Ocean,-41.8251,-48.3142,Ocean,355.4,2.6,2017
191001,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Pacific Ocean,-68.5566,25.913,Ocean,261.5,1.5,2021
191009,Sea Otter,Enhydra lutris,Marine,Endangered,Bay of Bengal,34.3374,-57.3046,Coast,34.2,19.2,2014
191017,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,North Sea,32.8724,53.7569,Coast,0.0,23.8,2018
191025,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Yangtze River,14.8509,-64.5148,River,17.4,15.1,2014
191033,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Atlantic Ocean,-31.7014,-150.68,Deep Ocean,5356.5,1.9,2022
191041,Stonefish,Synanceia verrucosa,Marine,Least Concern,Great Barrier Reef,28.1075,145.1272,Coral Reef,15.0,18.1,2016
191049,Puffer Fish,Arothron stellatus,Marine,Least Concern,Caribbean Sea,-21.031,-27.7386,Coral Reef,26.8,24.5,2000
191057,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Atlantic Ocean,-79.2609,-89.532,Ocean,400.5,4.9,2008
191065,Dragonfish,Stomias boa,Marine,Least Concern,Pacific Ocean,21.9991,156.4246,Deep Ocean,1093.1,3.6,2004
191073,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Indian Ocean,0.3908,-89.6599,Deep Ocean,2055.1,2.7,2016
191081,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Pacific Ocean,18.7205,65.4949,Ocean,397.8,4.8,2006
191089,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Great Barrier Reef,4.3607,-83.6031,Coral Reef,22.9,28.5,2014
191097,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,14.9056,70.1307,Lake/River,0.8,25.0,2014
191105,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Arctic Ocean,69.2979,-98.7935,Ocean,516.9,5.4,2016
191113,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Indian Ocean,53.8099,34.7493,Lake,0.2,17.8,2009
191121,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Yangtze River,-1.8089,-41.1735,River,0.1,12.7,2003
191129,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Atlantic Ocean,-35.0683,-122.9053,Deep Ocean,830.6,1.1,2010
191137,Sailfish,Istiophorus platypterus,Marine,Least Concern,Atlantic Ocean,-24.3685,114.9342,Ocean,143.9,25.4,2018
191145,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Yangtze River,18.2574,88.846,River,3.0,13.0,2009
191153,Harbor Seal,Phoca vitulina,Marine,Least Concern,Mediterranean Sea,23.3041,-82.7254,Coast,187.5,25.6,2003
191161,Cone Snail,Conus geographus,Marine,Least Concern,Great Barrier Reef,12.3667,-43.4343,Coral Reef,0.0,25.4,2011
191169,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,66.8891,-171.8322,Arctic,0.0,1.3,2002
191177,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Maldives,25.6125,-34.5424,Coral Reef,7.0,22.2,2014
191185,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Arctic Ocean,86.0454,-56.9513,Ocean,200.7,4.7,2011
191193,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Indian Ocean,23.6061,25.0035,Pond,2.0,24.1,2007
191201,Manta Ray,Mobula birostris,Marine,Vulnerable,Pacific Ocean,-46.2451,-39.5077,Ocean,0.0,28.7,2017
191209,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Southern Ocean,-14.5812,57.602,Ocean,179.1,23.2,2022
191217,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Caribbean Sea,-14.4059,-27.8444,Coral Reef,13.6,19.1,2011
191225,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,80.7636,61.6371,Arctic,477.2,3.0,2023
191233,Krill,Euphausia superba,Marine,Least Concern,Indian Ocean,-2.2823,-112.7321,Ocean,927.5,1.2,2003
191241,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Indian Ocean,51.5076,-17.8638,Deep Ocean,824.3,2.7,2015
191249,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,Pacific Northwest,52.1678,175.2156,River/Ocean,3.2,29.6,2008
191257,Common Frog,Rana temporaria,Freshwater,Least Concern,Atlantic Ocean,40.0262,142.8614,Pond,0.4,25.5,2018
191265,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,15.6225,90.4455,Mangrove,1.0,20.7,2020
191273,Remora,Remora remora,Marine,Least Concern,Indian Ocean,79.9673,-152.3314,Ocean,56.0,19.2,2008
191281,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,-31.559,-55.7407,Sea Grass,24.9,27.7,2022
191289,Parrotfish,Scarus gibbus,Marine,Least Concern,Caribbean Sea,-12.4729,-119.263,Coral Reef,19.0,25.8,2022
191297,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Maldives,-0.3005,-141.662,Coral Reef,3.4,22.4,2002
191305,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,21.8824,76.396,Estuary,2.4,25.9,2000
191313,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Indian Ocean,33.1254,92.7842,Coastal,1.2,24.3,2013
191321,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Atlantic Ocean,25.4359,-63.5523,Deep Ocean,516.6,1.4,2005
191329,Dugong,Dugong dugon,Marine,Vulnerable,Bay of Bengal,22.9458,37.5425,Coast,28.7,28.4,2018
191337,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Indian Ocean,-27.5375,164.1895,Deep Ocean,236.4,1.2,2016
191345,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,5.3285,105.8213,Mangrove,0.0,17.3,2000
191353,Barracuda,Sphyraena barracuda,Marine,Least Concern,Indian Ocean,25.4276,-36.9224,Ocean,43.3,26.6,2009
191361,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-1.1699,-91.6829,Galapagos,9.9,20.3,2005
191369,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Maldives,-25.8937,-143.6332,Coral Reef,28.5,24.8,2000
191377,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Amazon River,46.5068,150.5062,River,3.7,25.5,2001
191385,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Arctic Ocean,-62.9318,-26.8574,Ocean,1000.0,3.4,2001
191393,Wobbegong,Orectolobus maculatus,Marine,Least Concern,Mediterranean Sea,0.667,83.796,Coast,31.0,22.2,2023
191401,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Amazon River,-23.987,37.4586,River,0.7,28.3,2019
191409,Giant Squid,Architeuthis dux,Marine,Least Concern,Indian Ocean,-33.9145,2.4715,Deep Ocean,497.6,1.2,2019
191417,Whale Shark,Rhincodon typus,Marine,Endangered,Atlantic Ocean,-53.5114,-42.6646,Ocean,647.3,2.3,2017
191425,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,Gulf of Mexico,11.0319,122.7561,Coast,47.9,24.3,2008
191433,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Indian Ocean,85.289,-21.2633,Ocean,411.2,5.3,2018
191441,Oarfish,Regalecus glesne,Marine,Least Concern,Atlantic Ocean,16.8487,-127.4238,Deep Ocean,576.0,2.2,2006
191449,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,-6.5347,-15.0932,Swamp,3.3,14.0,2001
191457,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-67.9697,-64.0996,Sub-Antarctic,1098.4,1.8,2002
191465,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Maldives,27.8931,153.6487,Coral Reef,20.9,27.1,2010
191473,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Great Barrier Reef,-13.7496,179.1166,Coral Reef,36.2,29.1,2002
191481,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,87.2851,74.1301,Arctic,0.0,-0.9,2014
191489,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Maldives,27.1149,140.947,Coral Reef,32.6,22.6,2011
191497,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Atlantic Ocean,76.3117,-65.6795,Ocean,1041.8,3.9,2020
191505,Killer Whale,Orcinus orca,Marine,Data Deficient,Arctic Ocean,-84.3675,49.9531,Ocean,188.9,23.2,2008
191513,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,75.8891,-75.3887,Arctic,683.3,4.0,2019
191521,Giant Clam,Tridacna gigas,Marine,Vulnerable,Great Barrier Reef,-20.748,-76.2548,Coral Reef,14.6,26.6,2004
191529,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,73.5436,-47.8715,Arctic,17.4,3.0,2011
191537,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,North Sea,-9.8154,-65.0579,Coast,30.0,22.2,2018
191545,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Pacific Ocean,-54.8055,-118.222,Deep Ocean,801.0,4.4,2024
191553,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Indian Ocean,-13.3562,-57.1103,Deep Ocean,724.2,4.3,2010
191561,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Mississippi River,-12.9489,-140.3579,River,3.0,21.0,2004
191569,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Southern Ocean,-62.3275,-145.2198,Ocean,27.4,20.6,2004
191577,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Atlantic Ocean,21.4029,47.7333,Ocean,651.0,2.3,2003
191585,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Arctic Ocean,-58.1072,101.6772,Ocean,629.6,5.5,2010
191593,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Great Barrier Reef,-21.6495,-52.4161,Coral Reef,1.0,24.7,2017
